District,Jurisdiction,Route,Route Name,VA Struc No.,Fed Struc Id,Crossing,Type,Year Built,Year Recnst (State),Year Recnst (Fed),Deck Cond,Super Cond,Sub Cond,Culvert Cond,Suffic Rating,NBI,Func Obslt,Struc Defic,Last Inspected,Weight Posting Status,Single Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Combination Unit Vehicle - Posted Capacity (in tons),Responsibility,Structure Length (FT),Structure Width (FT),Avg Daily Traffic,Road System,Health Index,Report Date
Staunton,Front Royal,00000,HAPPY CREEK ROAD,8009,0028337,LEACH RUN,Culvert,2006,0,-1,N,N,N,7,99.9,Y,,,10/10/2013,-,,,,Town,34.1,80,100,Urban,,2/5/2014
Staunton,Shenandoah County,00713,VAN BUREN RD (RT 71,6261,0028325,CEDAR CREEK,Culvert,2008,0,-1,N,N,N,8,91.7,N,,,2/15/2012,-,,,,VDOT,12,30,37,Secondary,100,2/5/2014
Staunton,Alleghany County,00018,ROUTE 0018,1010,0028302,POTTS CREEK,Bridge,2004,0,-1,7,8,8,N,97.5,Y,,,4/11/2012,-,,,,VDOT,187,42.3,1229,Primary,99.93,2/5/2014
Staunton,Rockingham County,00781,ROUTE 781,6483,0028229,TRIB JOES CREEK,Culvert,2005,0,-1,N,N,N,8,97.0,N,,,11/20/2013,-,,,,VDOT,8.9,42,65,Secondary,100,2/5/2014
Staunton,Highland County,00250,RTE 250,1017,0028267,CRAB RUN @ MCDOWELL,Bridge,2012,0,-1,8,8,7,N,93.7,Y,,,10/25/2012,-,,,,VDOT,115,50,1306,Primary,99.84,2/5/2014
Staunton,Shenandoah County,00711,TRIB SWOVER CREEK,6102,0028268,TRIB SWOVER CREEK,Culvert,2005,,-1,N,N,N,8,88.0,N,,,1/19/2010,-,,,,VDOT,13,55,205,Secondary,100,2/5/2014
Staunton,Augusta County,00250,ROUTE 0250,1029,0028260,MIDDLE RIVER,Bridge,2005,0,-1,8,8,8,N,89.1,Y,,,2/1/2012,-,,,,VDOT,250,46.6,7054,Primary,100,2/5/2014
Staunton,Page County,00631,ROUTE 631,6077,0028242,TRIB HAWKSBILL CREEK,Culvert,2005,0,-1,N,N,N,8,98.7,N,,,11/13/2013,-,,,,VDOT,19.2,52,714,Secondary,99.68,2/5/2014
Staunton,Page County,00631,ROUTE 631,6078,0028243,HAWKSBILL CREEK,Bridge,2005,0,-1,8,8,8,N,95.6,Y,,,11/13/2013,-,,,,VDOT,52,30.2,714,Secondary,100,2/5/2014
Staunton,Rockbridge County,00608,ROUTE 0608,6627,0028244,TRIB MAURY RIVER,Bridge,1932,2005,-1,8,8,7,N,84.7,Y,,,10/30/2013,-,,,,VDOT,26.9,25.6,1128,Secondary,100,2/5/2014
Staunton,Rockingham County,00760,ROUTE 760,6621,0028248,TRIB MUDDY CREEK,Culvert,2005,0,-1,N,N,N,8,100.0,N,,,12/16/2013,-,,,,VDOT,12.1,43,140,Secondary,100,2/5/2014
Staunton,Augusta County,00669,ROUTE 0669,6381,0028252,Stream & Cattle Pass,Culvert,2005,0,-1,N,N,N,8,96.9,N,,,12/5/2013,-,,,,VDOT,8.9,48,175,Secondary,100,2/5/2014
Staunton,Augusta County,00604,ROUTE 0604,6560,0028257,BROADHEAD CREEK,Culvert,2005,0,-1,N,N,N,8,97.0,N,,,1/7/2014,-,,,,VDOT,12.1,42,76,Secondary,100,2/5/2014
Staunton,Rockingham County,00782,WILLIAMSBURG RD,6157,0028004,LINVILLE CREEK,Bridge,2004,0,-1,8,8,8,N,90.0,Y,FO,,2/11/2013,-,,,,VDOT,94.2,26.9,84,Secondary,100,2/5/2014
Staunton,Shenandoah County,00675,STONY CREEK RD (RT,6211,0028006,TRIB STONY CREEK,Culvert,2004,0,-1,N,N,N,7,96.8,N,,,4/23/2013,-,,,,VDOT,8,30,515,Secondary,96.97,2/5/2014
Staunton,Rockingham County,00755,WINDY COVE RD,6432,0028036,SPRING CREEK,Culvert,2004,0,-1,N,N,N,6,96.9,N,,,2/5/2013,-,,,,VDOT,9.8,49,242,Secondary,96.6,2/5/2014
Staunton,Shenandoah County,00680,COFFMANTOWN RD (RT,6412,0028030,TRIB NARROW PASSAGE CR,Culvert,2004,0,-1,N,N,N,8,97.0,N,,,2/20/2013,-,,,,VDOT,15,49,38,Secondary,100,2/5/2014
Staunton,Shenandoah County,00866,MOUNTAIN VIEW DR (R,6413,0028031,TRIBUTARY JORDAN RUN,Culvert,2004,0,-1,N,N,N,8,89.8,N,,,2/20/2013,-,,,,VDOT,13,48,232,Secondary,100,2/5/2014
Staunton,Frederick County,00719,WARRIOR DR (RT 719),6197,0028100,TRIBUTARY WRIGHTS RUN,Culvert,2004,0,-1,N,N,N,8,80.9,Y,,,7/2/2013,-,,,,VDOT,42,210,6358,Secondary,100,2/5/2014
Staunton,Frederick County,00764,LEE AVE (RT 764),6196,0028096,TRIBUTARY REDBUD RUN,Culvert,2005,0,-1,N,N,N,8,87.8,Y,,,6/11/2013,-,,,,VDOT,24,73,453,Secondary,100,2/5/2014
Staunton,Alleghany County,00616,RTE.616,6017,0028110,OVER KARNES CREEK,Culvert,2004,0,-1,N,N,N,7,95.7,Y,,,5/21/2013,-,,,,VDOT,37.1,67,480,Secondary,97.51,2/5/2014
Staunton,Alleghany County,00616,RICH PATCH ROAD,6018,0028111,0VER KARNES CREEK,Culvert,2004,0,-1,N,N,N,7,95.7,Y,,,5/21/2013,-,,,,VDOT,23,50,480,Secondary,100,2/5/2014
Staunton,Alleghany County,00064,WBL ROUTE 0064,2050,0028112,JACKSON RIVER,Bridge,2004,0,-1,7,8,7,N,97.1,Y,,,8/9/2013,-,,,,VDOT,634.8,44.9,9840,Interstate,91.12,2/5/2014
Staunton,Alleghany County,00064,EBL ROUTE 0064,2051,0028113,JACKSON RIVER,Bridge,2004,0,-1,7,8,7,N,97.1,Y,,,8/9/2013,-,,,,VDOT,628.9,44.9,9737,Interstate,91.2,2/5/2014
Staunton,Shenandoah County,00827,OLD BRIDGE RD (RT 8,6172,0028094,TR N F SHENANDOAH RIVER,Culvert,2005,0,-1,N,N,N,8,91.0,N,,,7/24/2013,-,,,,VDOT,11,40,103,Secondary,100,2/5/2014
Staunton,Augusta County,00682,Troxel Gap Rd,6524,0028128,WALKER CREEK,Culvert,2005,0,-1,N,N,N,8,94.8,N,,,6/11/2013,-,,,,VDOT,7.9,54,73,Secondary,99.38,2/5/2014
Staunton,Rockingham County,00865,DOVESVILLE RD,6165,0028129,TRIBUTARY GERMAN RIVER,Culvert,2005,0,-1,N,N,N,8,98.8,Y,,,7/29/2013,-,,,,VDOT,23,72,203,Secondary,98.15,2/5/2014
Staunton,Frederick County,00277,FAIRFAX PIKE (RT 27,1133,0028132,TRIBUTARY STEPHENS RUN,Bridge,1930,2007,2007,7,7,8,N,66.5,N,FO,,8/27/2013,-,,,,VDOT,7,67.5,13615,Primary,100,2/5/2014
Staunton,Shenandoah County,00612,MILL CREEK RD (RT 6,6081,0028165,MILL CREEK,Culvert,2005,0,-1,N,N,N,8,96.9,N,,,8/29/2013,-,,,,VDOT,18,61,112,Secondary,100,2/5/2014
Staunton,Rockingham County,00620,MOUNTAIN VALLEY RD,6906,0028146,STREAM,Culvert,2005,0,-1,N,N,N,8,98.9,N,,,7/1/2013,-,,,,VDOT,19,66,104,Secondary,100,2/5/2014
Staunton,Page County,00611,KITE HOLLOW RD,6013,0028142,LITTLE HAWKSBILL CREEK,Bridge,2005,0,-1,8,8,8,N,78.7,Y,,,6/17/2013,-,,,,VDOT,29.9,24,343,Secondary,100,2/5/2014
Staunton,Rockingham County,00721,GREEN HILL RD,6073,0028143,STREAM,Culvert,2005,0,-1,N,N,N,8,99.7,Y,,,7/9/2013,-,,,,VDOT,34.1,63,1377,Secondary,100,2/5/2014
Staunton,Augusta County,00042,Scenic Highway,1012,0028171,JENNINGS BRANCH,Bridge,2004,0,-1,8,8,8,N,96.7,Y,,,6/24/2013,-,,,,VDOT,160.1,48.2,1736,Primary,100,2/5/2014
Staunton,Rockbridge County,00816,ROUTE 0816,6257,0028184,OTTS CREEK,Bridge,1932,2004,-1,8,8,6,N,71.2,Y,FO,,8/13/2013,-,,,,VDOT,23,13.1,62,Secondary,98.47,2/5/2014
Staunton,Alleghany County,00617,ROUTE 0617,6038,0028224,LICK RUN,Bridge,2005,2005,-1,7,7,7,N,92.9,Y,,,10/9/2013,-,,,,VDOT,51.8,28.2,268,Secondary,99.74,2/5/2014
Staunton,Rockingham County,00786,ROUTE 786,6479,0028194,TRIB CEDAR RUN,Culvert,2005,0,-1,N,N,N,8,94.9,N,,,9/5/2013,-,,,,VDOT,5.9,43,170,Secondary,99.22,2/5/2014
Staunton,Rockingham County,00612,ROUTE 612,6034,0028198,WAR BRANCH,Culvert,1996,0,-1,N,N,N,7,98.7,N,,,9/4/2013,-,,,,VDOT,12.1,49,539,Secondary,97.96,2/5/2014
Staunton,Page County,00615,ROUTE 615,6014,0028207,TRIB. S.F. SHEN RIVER,Bridge,1941,0,-1,6,6,6,N,77.4,N,FO,,9/10/2013,-,,,,VDOT,3,24,415,Secondary,92.05,2/5/2014
Staunton,Rockingham County,01030,RTE 1030 LUCY LONG,6911,0027986,STREAM,Culvert,1991,0,-1,N,N,N,7,82.0,N,,,1/14/2013,-,,,,VDOT,20,43,1071,Secondary,99.23,2/5/2014
Staunton,Rockingham County,01034,RTE 1034 JANIE LNE,6912,0027987,STREAM,Culvert,2004,0,-1,N,N,N,8,90.1,N,,,1/14/2013,-,,,,VDOT,13.1,36,400,Secondary,100,2/5/2014
Staunton,Rockbridge County,00672,ENFIELD RD&TURNPIK,6322,0027982,WALTERS CREEK,Bridge,2004,0,-1,8,8,8,N,86.8,N,,,10/4/2012,-,,,,VDOT,12.1,24.6,396,Secondary,98.91,2/5/2014
Staunton,Augusta County,00613,ROUTE 0613,6320,0027992,FALLING SPRING RUN,Culvert,2004,0,-1,N,N,N,8,94.7,N,,,12/6/2012,-,,,,VDOT,12.1,90,982,Secondary,99.63,2/5/2014
Staunton,Rockingham County,00726,MT CLINTON PIKE,6609,0027958,COOKS CREEK,Culvert,2003,0,-1,N,N,N,8,98.4,N,,,12/13/2012,-,,,,VDOT,7.9,54,1250,Secondary,100,2/5/2014
Staunton,Highland County,00642,ROUTE 0642,6125,0027961,STRAIGHT FORK,Culvert,2004,0,-1,N,N,N,7,91.8,N,,,8/29/2012,-,,,,VDOT,12.1,48,26,Secondary,96.53,2/5/2014
Staunton,Bath County,00687,ROUTE 0687,6133,0027962,TRIB CEDAR CREEK,Bridge,2004,0,-1,8,8,7,N,82.8,Y,,,12/20/2012,-,,,,VDOT,24.9,26.6,1047,Secondary,100,2/5/2014
Staunton,Augusta County,00639,ROUTE 0639,6467,0027902,STREAM,Culvert,2004,0,-1,N,N,N,8,98.3,N,,,6/25/2012,-,,,,VDOT,12.1,42,1484,Secondary,100,2/5/2014
Staunton,Rockbridge County,00611,ROUTE 0611,6052,0027913,NORTH BUFFALO CREEK,Culvert,2004,0,-1,N,N,N,8,99.8,Y,,,6/7/2012,-,,,,VDOT,37.1,66,200,Secondary,100,2/5/2014
Staunton,Rockingham County,00620,MOUNTAIN VALLEY RD,6908,0027882,STREAM,Culvert,2004,0,-1,N,N,N,8,92.9,N,FO,,9/4/2012,-,,,,VDOT,14.1,48,104,Secondary,100,2/5/2014
Staunton,Rockingham County,00823,ROUTE 823,6044,0027887,OVERLY RUN,Culvert,2004,0,-1,N,N,N,8,86.9,N,FO,,9/25/2012,-,,,,VDOT,19,66,117,Secondary,100,2/5/2014
Staunton,Rockingham County,00823,ROUTE 823,6045,0027888,OVERLY RUN,Culvert,2004,0,-1,N,N,N,8,86.9,N,FO,,9/25/2012,-,,,,VDOT,16.1,54,117,Secondary,100,2/5/2014
Staunton,Alleghany County,00311,ROUTE 0311,1057,0027777,DUNLAP CREEK,Bridge,2003,0,-1,7,7,7,N,98.1,Y,,,11/21/2013,-,,,,VDOT,140.1,42.3,739,Primary,91.02,2/5/2014
Staunton,Rockingham County,00612,ROUTE 612,6910,0027779,RUNION CREEK,Culvert,2004,0,-1,N,N,N,8,80.2,Y,,,1/27/2014,-,,,,VDOT,30.8,39,1021,Secondary,100,2/5/2014
Staunton,Frederick County,00669,REST CHURCH RD (RT,6165,0027733,I-81,Bridge,2003,0,-1,7,8,7,N,96.6,Y,,,12/2/2013,-,,,,VDOT,306,91.4,5616,Secondary,99.96,2/5/2014
Staunton,Augusta County,00601,ROUTE 0601,6526,0027762,SMITH CREEK,Bridge,2003,0,-1,8,8,7,N,98.3,Y,,,12/5/2013,-,,,,VDOT,37.1,32.2,552,Secondary,100,2/5/2014
Staunton,Rockingham County,00671,ROUTE 671,6315,0027851,STREAM,Culvert,2004,0,-1,N,N,N,8,91.0,N,FO,,8/8/2012,-,,,,VDOT,9.8,30,55,Secondary,100,2/5/2014
Staunton,Augusta County,00732,ROUTE 0732,6334,0027806,STREAM & CATTLE PASS,Culvert,2004,0,-1,N,N,N,8,97.9,N,,,3/15/2012,-,,,,VDOT,6.9,42,219,Secondary,100,2/5/2014
Staunton,Rockingham County,00636,ROUTE 636,6037,0027823,BOONES RUN,Bridge,2004,0,-1,8,8,8,N,97.3,Y,,,6/18/2012,-,,,,VDOT,52,30,442,Secondary,100,2/5/2014
Staunton,Augusta County,00601,ROUTE 601,6050,0027772,TRIB. SMITH CREEK,Culvert,2003,0,-1,N,N,N,8,98.4,N,,,12/13/2011,-,,,,VDOT,16.1,57,543,Secondary,100,2/5/2014
Staunton,Shenandoah County,00663,ARTZ RD (RT 663),6042,0027684,PUGHS RUN,Bridge,2003,0,-1,8,8,8,N,74.8,Y,,,9/11/2013,-,,,,VDOT,47,24,276,Secondary,100,2/5/2014
Staunton,Frederick County,00699,NEW HOPE RD,6195,0027698,LITTLE ISSACS CREEK,Culvert,2002,0,-1,N,N,N,8,98.0,N,,,7/13/2011,-,,,,VDOT,13,36,274,Secondary,100,2/5/2014
Staunton,Shenandoah County,00680,COFFMANTOWN RD,6196,0027701,TRIB NARROW PASSAGE CK,Culvert,2003,0,-1,N,N,N,8,83.0,N,,,7/5/2011,-,,,,VDOT,12,31,129,Secondary,100,2/5/2014
Staunton,Highland County,00625,FORKS OF WATER RD,6022,0027659,STRAIT CREEK,Bridge,2003,2003,-1,7,8,8,N,73.9,Y,,,6/24/2013,-,,,,VDOT,120.1,12.1,97,Secondary,99.79,2/5/2014
Staunton,Rockbridge County,00655,ROUTE 0655,6109,0027660,BLACKS CREEK,Bridge,1970,2003,-1,8,8,7,N,100.0,Y,,,8/6/2013,-,,,,VDOT,40,30.5,144,Secondary,98.7,2/5/2014
Staunton,Rockingham County,00748,ROUTE 748,6386,0027675,TRIB NORTH RIVER,Culvert,2003,0,-1,N,N,N,8,95.9,N,,,8/3/2011,-,,,,VDOT,14.1,37,116,Secondary,100,2/5/2014
Staunton,Clarke County,00611,SUMMIT POINT RD (RT,6044,0027644,LONG MARSH RUN,Culvert,2000,0,-1,N,N,N,8,78.0,Y,FO,,6/5/2013,-,,,,VDOT,26.2,34,1973,Secondary,100,2/5/2014
Staunton,Augusta County,00616,ROUTE 616,6026,0027645,TRIB. MIDDLE RIVER,Culvert,2004,0,-1,N,N,N,8,99.8,N,,,5/9/2012,-,,,,VDOT,6.9,63,718,Secondary,99.47,2/5/2014
Staunton,Highland County,00678,ROUTE 0678,6145,0027654,TRIB BULLPASTURE RIVER,Culvert,2003,2003,-1,N,N,N,8,92.9,N,,,8/10/2011,-,,,,VDOT,14.1,66,229,Secondary,100,2/5/2014
Staunton,Highland County,00678,ROUTE 0678,6146,0027655,TRIB BULLPASTURE RIVER,Culvert,2003,2003,-1,N,N,N,8,93.1,N,,,8/10/2011,-,,,,VDOT,14.1,54,201,Secondary,100,2/5/2014
Staunton,Shenandoah County,00663,ARTZ RD (RT 663),6041,0027623,PUGHS RUN,Bridge,2003,0,-1,8,8,8,N,74.8,Y,,,7/10/2013,-,,,,VDOT,100,24,276,Secondary,100,2/5/2014
Staunton,Augusta County,00675,ROUTE 0675,6567,0027707,TRIB OTTS CREEK,Culvert,2003,0,-1,N,N,N,8,98.0,N,,,7/6/2011,-,,,,VDOT,9.8,42,32,Secondary,99.22,2/5/2014
Staunton,Augusta County,00761,ROUTE 0761,6142,0027709,FREEMANSON RUN,Culvert,2003,0,-1,N,N,N,8,97.0,Y,,,9/17/2013,-,,,,VDOT,20,48,52,Secondary,100,2/5/2014
Staunton,Augusta County,00702,ROUTE 702,6058,0027710,TRIB. SAINT MARYS RIVER,Culvert,2003,0,-1,N,N,N,8,92.1,N,,,9/22/2011,-,,,,VDOT,12.1,72,90,Secondary,99.54,2/5/2014
Staunton,Augusta County,00340,ROUTE 0340,1207,0027719,MINE BRANCH,Culvert,2003,0,-1,N,N,N,7,75.4,Y,,,10/22/2013,-,,,,VDOT,27.9,146,8248,Primary,96.58,2/5/2014
Staunton,Rockbridge County,00056,ROUTE 0056,1081,0027713,TRIB MARL CREEK,Bridge,2003,0,-1,8,8,7,N,99.4,N,,,10/3/2013,-,,,,VDOT,13.1,44,1171,Primary,100,2/5/2014
Staunton,Rockbridge County,00610,ROUTE 0610,6475,0027714,TRIB BROAD CREEK,Bridge,2003,0,-1,8,8,8,N,99.0,N,,,10/8/2013,-,,,,VDOT,21,30.5,125,Secondary,100,2/5/2014
Staunton,Page County,00612,ROUTE 612,6909,0027728,ROCKY BRANCH,Culvert,2003,0,-1,N,N,N,8,91.0,Y,,,11/13/2013,-,,,,VDOT,34.1,55,106,Secondary,100,2/5/2014
Staunton,Page County,00674,ROUTE 674,6910,0027730,PASS RUN,Culvert,2003,0,-1,N,N,N,8,96.9,Y,,,11/13/2013,-,,,,VDOT,26.9,37,517,Secondary,100,2/5/2014
Staunton,Clifton Forge,00060,60,1803,0027731,SMITH Creek,Bridge,2012,0,-1,8,8,8,N,78.4,Y,FO,,1/29/2013,-,,,,City,168,51.8,4900,,,2/5/2014
Staunton,Alleghany County,00616,RICH PATCH ROAD,6036,0027617,BLUE SPRING RUN,Bridge,1932,2003,-1,7,7,7,N,92.7,Y,,,8/12/2013,-,,,,VDOT,57.1,27.9,268,Secondary,100,2/5/2014
Staunton,Rockbridge County,00644,ROUTE 0644,6639,0027608,BULL RUN,Bridge,1932,2002,-1,7,7,8,N,94.7,Y,FO,,7/9/2013,-,,,,VDOT,24.9,18.7,120,Secondary,100,2/5/2014
Staunton,Rockingham County,00917,GOLD NUGGET DR,6035,0027610,CLOVER LICK HOLLOW,Bridge,2003,0,-1,8,8,8,N,94.1,Y,,,7/29/2013,-,,,,VDOT,27.9,32.2,96,Secondary,100,2/5/2014
Staunton,Bath County,00220,SAM SNEAD HWY,1033,0027590,TRIB CHIMNEY RUN,Bridge,2003,0,-1,7,7,7,N,99.2,N,,,5/13/2013,-,,,,VDOT,12.1,41.3,1106,Primary,100,2/5/2014
Staunton,Frederick County,00645,AIRPORT RD (RT 645),6116,0027539,BUFFALO LICK RUN,Bridge,2002,0,-1,8,8,8,N,95.8,Y,,,6/11/2013,-,,,,VDOT,30,30.3,459,Secondary,100,2/5/2014
Staunton,Rockingham County,00731,ROUTE 731,6541,0027365,BEAVER CREEK,Culvert,2002,0,-1,N,N,N,8,96.9,N,,,12/6/2010,-,,,,VDOT,12,54,322,Secondary,100,2/5/2014
Staunton,Rockingham County,00612,PEAKE MOUNTAIN RD,6903,0027532,WAR BRANCH,Culvert,2002,0,-1,N,N,N,6,94.6,Y,,,3/19/2013,-,,,,VDOT,28.9,79,539,Secondary,97.35,2/5/2014
Staunton,Page County,00759,NAKED CREEK ROAD,6904,0027533,NAKED CREEK SOUTH BRANCH,Bridge,2004,0,-1,8,8,8,N,98.8,Y,,,11/7/2012,-,,,,VDOT,66,31,602,Secondary,99.86,2/5/2014
Staunton,Harrisonburg,00726,STONE SPRING ROAD,6515,0027544,I-81,Bridge,2012,0,-1,9,9,9,N,100.0,Y,,,6/27/2012,-,,,,VDOT,341,86.7,8550,Urban,100,2/5/2014
Staunton,Augusta County,00254,RTE 254,1047,0027548,BUFFALO BRANCH,Bridge,2003,0,-1,8,8,8,N,91.6,Y,FO,,2/1/2012,-,,,,VDOT,62,47.9,3686,Primary,100,2/5/2014
Staunton,Highland County,00678,BULLPASTURE RVR RD;,6185,0027556,CRAB RUN,Culvert,2000,0,-1,N,N,N,9,90.8,N,,,8/29/2013,-,,,,VDOT,10,0,229,,100,2/5/2014
Staunton,Rockingham County,00708,GOODS MILL ROAD,6294,0027560,CONGERS CREEK,Culvert,2013,0,-1,N,N,N,9,75.9,N,FO,,6/5/2013,-,,,,VDOT,12,0,287,Secondary,100,2/5/2014
Staunton,Harrisonburg,00011,N MAIN ST/RT 11,1810,0027512,BLACKS RUN,Culvert,2002,0,-1,N,N,N,7,95.1,Y,,,5/16/2013,-,,,,City,29.9,117,9000,Primary,,2/5/2014
Staunton,Buena Vista,00501,MAGNOLIA AVENUE,1802,0027514,INDIAN GAP RUN,Culvert,2002,0,-1,N,N,N,7,98.1,Y,,,2/14/2013,-,,,,City,21,158,9329,Primary,,2/5/2014
Staunton,Rockbridge County,00081,I-81 NBL,2009,0027481,RTE 716 & MILL CREEK,Bridge,2012,,-1,7,9,8,N,96.1,Y,,,2/12/2013,-,,,,VDOT,320.5,67.5,20572,Interstate,100,2/5/2014
Staunton,Rockbridge County,00712,RTE 712,6561,0027484,RTE I-81,Bridge,2011,0,-1,9,9,9,N,95.8,Y,FO,,4/2/2013,-,,,,VDOT,306,27.8,367,Secondary,100,2/5/2014
Staunton,Rockbridge County,00081,NBL I-81,2003,0027489,RTE 710,Bridge,2013,0,-1,8,8,8,N,76.6,Y,FO,,3/14/2013,-,,,,VDOT,125,30,20027,,100,2/5/2014
Staunton,Page County,00759,JOLLETT RD,6165,0027492,NAKED CREEK WEST BRANCH,Bridge,2004,0,-1,8,8,8,N,90.7,Y,,,11/7/2012,-,,,,VDOT,36.1,32,350,Secondary,100,2/5/2014
Staunton,Rockbridge County,00612,RTE 612,6594,0027493,CATTLE PASS,Culvert,2012,0,-1,N,N,N,9,82.8,N,,,6/11/2012,-,,,,VDOT,12,50,610,Secondary,100,2/5/2014
Staunton,Rockbridge County,00130,RTE 130,1024,0027495,MAURY RIVER,Bridge,2010,0,-1,8,8,8,N,90.9,Y,,,9/20/2012,-,,,,VDOT,1090,46.5,3643,Primary,100,2/5/2014
Staunton,Alleghany County,00633,RTE. 633,6064,0027499,COWPASTURE RIVER,Bridge,2013,2013,-1,8,9,9,N,91.4,Y,,,7/31/2013,-,,,,VDOT,340,26,320,Secondary,91.71,2/5/2014
Staunton,Augusta County,00011,Lee-Jackson Hwy,1001,0027375,NAKED CREEK,Bridge,2003,0,-1,8,8,8,N,93.0,Y,,,1/29/2013,-,,,,VDOT,121.1,42.3,7863,Primary,100,2/5/2014
Staunton,Rockbridge County,00602,ROUTE 602,6015,0027388,TRIB TAYLOR BRANCH,Culvert,2002,0,-1,N,N,N,8,92.4,N,FO,,2/17/2011,-,,,,VDOT,6.9,40,349,Secondary,100,2/5/2014
Staunton,Page County,00340,ROUTE 340,1003,0027410,NS Railway,Bridge,2013,0,-1,9,9,9,N,94.2,Y,,,7/12/2013,-,,,,VDOT,149.8,46.7,4908,Primary,100,2/5/2014
Staunton,Page County,00340,ROUTE 340,1004,0027413,JEREMIAHS RUN,Bridge,2009,0,-1,8,8,8,N,95.1,Y,,,9/10/2013,-,,,,VDOT,446,58.6,4808,Primary,100,2/5/2014
Staunton,Page County,00340,ROUTE 340,1990,0027414,OVERALL RUN,Bridge,2008,0,-1,8,8,8,N,97.1,Y,,,4/26/2012,-,,,,VDOT,297,46.2,4808,Primary,100,2/5/2014
Staunton,Page County,00340,ROUTE 340,1014,0027416,ROUTE 683 & NS RAILWAY,Bridge,2004,0,-1,8,8,8,N,88.3,Y,,,11/26/2012,-,,,,VDOT,166,46.6,7023,Primary,99.99,2/5/2014
Staunton,Clarke County,00606,RIVER RD (RT 606),6038,0027401,TRIB SHENANDOAH RIVER,Bridge,2002,0,-1,8,8,8,N,88.8,N,,,4/8/2013,-,,,,VDOT,18,38.3,980,Secondary,100,2/5/2014
Staunton,Highland County,00250,ROUTE 0250,1014,0027309,SHAW FORK @ HEADWATERS,Bridge,2001,0,-1,7,8,7,N,90.1,Y,FO,,7/31/2012,-,,,,VDOT,85,40.4,1156,Primary,99.38,2/5/2014
Staunton,Alleghany County,01104,ROUTE 1104,6169,0027301,POUNDING MILL RUN,Culvert,2002,0,-1,N,N,N,7,83.7,Y,,,10/11/2012,-,,,,VDOT,58.1,141,2953,Secondary,95.57,2/5/2014
Staunton,Clarke County,00618,LOCKES MILL RD (RT,6006,0027299,LEWIS RUN,Bridge,2002,0,-1,8,8,8,N,89.9,Y,,,10/11/2012,-,,,,VDOT,22,28.4,316,Secondary,100,2/5/2014
Staunton,Rockingham County,00646,ROUTE 646,6200,0027280,TRIB BOONE RUN,Culvert,2002,0,-1,N,N,N,8,97.0,N,,,8/30/2010,-,,,,VDOT,14.1,56,95,Secondary,100,2/5/2014
Staunton,Frederick County,00111,MEDICAL CAMPUS BLVD,1131,0027286,STREAM,Culvert,2001,0,-1,N,N,N,8,92.0,N,,,8/25/2010,-,,,,VDOT,10,194,27079,Secondary,100,2/5/2014
Staunton,Frederick County,00037,ROUTE 37 NBL EXIT R,1132,0027287,STREAM,Culvert,2001,0,-1,N,N,N,8,100.0,N,,,9/28/2010,-,,,,VDOT,13,113,0,Primary,100,2/5/2014
Staunton,Rockbridge County,00011,North Lee Highway,1900,0027345,MAURY RIVER,Bridge,2002,0,-1,8,8,8,N,89.8,Y,,,11/19/2012,-,,,,VDOT,625,82.3,10387,Primary,100,2/5/2014
Staunton,Rockingham County,00679,PLEASANT VALLEY RD,6306,0027348,PLEASANT RUN,Culvert,2002,0,-1,N,N,N,8,99.0,Y,,,12/18/2012,-,,,,VDOT,60,70,2796,Secondary,98.57,2/5/2014
Staunton,Rockingham County,00790,VETTERS RD,6285,0027319,TURNER RUN,Bridge,2002,0,-1,8,8,8,N,93.4,N,,,12/10/2012,-,,,,VDOT,20,24.5,112,Secondary,100,2/5/2014
Staunton,Shenandoah County,00678,FORT VALLEY RD,6411,0027322,TRIBUTARY PASSAGE CREEK,Culvert,2002,0,-1,N,N,N,8,99.8,N,,,10/5/2010,-,,,,VDOT,12,42,649,Secondary,100,2/5/2014
Staunton,Frederick County,00608,WARDENSVILLE GR (RT,6055,0027328,POPLAR RUN,Bridge,2002,0,-1,8,8,8,N,89.3,Y,,,1/10/2013,-,,,,VDOT,26,28.8,1242,Secondary,100,2/5/2014
Staunton,Page County,00606,SOUTH CREEK RD,6908,0027340,SOUTH BRANCH NAKED CREEK,Culvert,2002,0,-1,N,N,N,7,97.0,Y,,,1/9/2013,-,,,,VDOT,27.6,54,130,Secondary,99.69,2/5/2014
Staunton,Rockingham County,00650,POWER DAM RD,6043,0027341,CUB RUN,Bridge,2002,0,-1,8,8,8,N,98.0,Y,,,12/17/2012,-,,,,VDOT,140.1,27.6,84,Secondary,99.99,2/5/2014
Staunton,Augusta County,00683,ROUTE 0683,6081,0027277,LITTLE CALFPASTURE RIVER,Bridge,2002,0,-1,8,8,8,N,85.9,Y,,,7/2/2012,-,,,,VDOT,100.1,24,205,Secondary,100,2/5/2014
Staunton,Augusta County,00871,ROUTE 0871,6486,0027273,FOLLY MILLS CREEK,Culvert,2002,0,-1,N,N,N,8,98.4,Y,,,7/9/2012,-,,,,VDOT,29.9,96,711,Secondary,100,2/5/2014
